student_id,student_name,year,batch,branch,cgpa,placement_status,is_placed,company,placed_type,ppc_verification,package_lpa
906,Student 0906,2023,2023-7687,ECE,5.44,Rejected,0,,,Not Verified,0.0
907,Student 0907,2023,2023-7621,CE,8.19,Rejected,0,,,Not Verified,0.0
908,Student 0908,2023,2023-7693,EE,10.0,Rejected,0,,,Pending,0.0
909,Student 0909,2023,2023-7732,CE,6.75,Selected,1,Microsoft,T&P Placed,Not Verified,12.0
910,Student 0910,2023,2023-7735,ME,6.04,In Process,0,,,Not Verified,0.0
911,Student 0911,2023,2023-7898,EE,8.29,Selected,1,Infosys,BP Placed,Not Verified,12.0
912,Student 0912,2023,2023-7633,CE,8.83,Selected,1,Microsoft,Off Campus Placed,Verified,8.0
913,Student 0913,2023,2023-7641,CSE,8.39,Rejected,0,,,Verified,0.0
914,Student 0914,2023,2023-7608,ME,8.6,Shortlisted,0,,,Not Verified,0.0
915,Student 0915,2023,2023-7771,ME,7.8,Selected,1,Capgemini,Off Campus Placed,Verified,8.0
916,Student 0916,2023,2023-7637,EE,7.96,Selected,1,Deloitte,BP Placed,Verified,7.0
917,Student 0917,2023,2023-7771,ME,7.19,Rejected,0,,,Not Verified,0.0
918,Student 0918,2023,2023-7849,ME,7.46,Rejected,0,,,Not Joined,0.0
919,Student 0919,2023,2023-7881,CSE,9.16,Selected,1,Google,BP Placed,Not Joined,18.2
920,Student 0920,2023,2023-7863,CE,6.23,Shortlisted,0,,,Pending,0.0
921,Student 0921,2023,2023-7829,EE,9.83,Selected,1,Wipro,BP Placed,Verified,6.5
922,Student 0922,2023,2023-7862,CE,7.34,Rejected,0,,,Not Verified,0.0
923,Student 0923,2023,2023-7658,EE,6.4,Rejected,0,,,Not Verified,0.0
924,Student 0924,2023,2023-7743,CSE,6.95,Selected,1,Databricks,Self Placed,Not Verified,12.2
925,Student 0925,2023,2023-7897,ECE,8.58,Selected,1,TCS,T&P Placed,Verified,6.0
926,Student 0926,2023,2023-7859,ME,8.63,Selected,1,Accenture,Off Campus Placed,Verified,8.0
927,Student 0927,2023,2023-7623,ECE,7.66,Interview,0,,,Verified,0.0
928,Student 0928,2023,2023-7854,CE,7.98,Interview,0,,,Pending,0.0
929,Student 0929,2023,2023-7629,ME,6.31,In Process,0,,,Not Verified,0.0
930,Student 0930,2023,2023-7600,EE,8.79,Selected,1,Accenture,Self Placed,Verified,9.0
931,Student 0931,2023,2023-7675,CSE,8.24,Selected,1,Deloitte,T&P Placed,Verified,8.5
932,Student 0932,2023,2023-7799,CE,8.04,Selected,1,NVIDIA,Self Placed,Verified,20.5
933,Student 0933,2023,2023-7753,CE,8.09,Selected,1,Capgemini,BP Placed,Not Verified,6.0
934,Student 0934,2023,2023-7673,CSE,7.3,In Process,0,,,Not Verified,0.0
935,Student 0935,2023,2023-7846,EE,9.36,Selected,1,Infosys,T&P Placed,Verified,9.2
936,Student 0936,2023,2023-7646,EE,5.36,Selected,1,Capgemini,Off Campus Placed,Not Joined,8.5
937,Student 0937,2023,2023-7754,CSE,8.7,Selected,1,Deloitte,BP Placed,Not Joined,18.2
938,Student 0938,2023,2023-7643,ECE,8.09,Selected,1,Siemens,Off Campus Placed,Pending,7.0
939,Student 0939,2023,2023-7888,EE,7.97,Rejected,0,,,Not Verified,0.0
940,Student 0940,2023,2023-7794,EE,7.86,Selected,1,Accenture,Self Placed,Verified,7.5
941,Student 0941,2023,2023-7793,CSE,9.54,Rejected,0,,,Not Verified,0.0
942,Student 0942,2023,2023-7772,CSE,7.64,Selected,1,Google,Off Campus Placed,Verified,20.2
943,Student 0943,2023,2023-7657,EE,9.23,In Process,0,,,Not Verified,0.0
944,Student 0944,2023,2023-7762,CSE,8.7,Selected,1,Siemens,T&P Placed,Verified,10.0
945,Student 0945,2023,2023-7821,EE,7.79,Selected,1,Amazon,BP Placed,Verified,20.2
946,Student 0946,2023,2023-7864,ECE,6.41,Interview,0,,,Not Joined,0.0
947,Student 0947,2023,2023-7660,CSE,7.5,Selected,1,Databricks,Off Campus Placed,Pending,20.0
948,Student 0948,2023,2023-7742,ME,6.85,In Process,0,,,Pending,0.0
949,Student 0949,2023,2023-7603,EE,8.56,Selected,1,Deloitte,BP Placed,Verified,6.0
950,Student 0950,2023,2023-7705,ECE,8.42,Rejected,0,,,Not Verified,0.0
951,Student 0951,2023,2023-7796,CSE,9.38,Shortlisted,0,,,Not Verified,0.0
952,Student 0952,2023,2023-7858,CE,10.0,In Process,0,,,Not Verified,0.0
953,Student 0953,2023,2023-7880,EE,7.42,Rejected,0,,,Pending,0.0
954,Student 0954,2023,2023-7728,CSE,7.47,Selected,1,Databricks,T&P Placed,Pending,6.0
955,Student 0955,2023,2023-7711,ME,9.54,Selected,1,Wipro,Self Placed,Verified,7.0
956,Student 0956,2023,2023-7720,CE,7.39,Selected,1,Microsoft,Self Placed,Pending,6.5
957,Student 0957,2023,2023-7880,CSE,8.45,Rejected,0,,,Not Verified,0.0
958,Student 0958,2023,2023-7627,EE,6.05,Interview,0,,,Verified,0.0
959,Student 0959,2023,2023-7646,EE,7.92,Rejected,0,,,Not Verified,0.0
960,Student 0960,2023,2023-7756,CSE,9.1,Selected,1,NVIDIA,BP Placed,Verified,9.0
961,Student 0961,2023,2023-7879,ECE,7.2,Rejected,0,,,Verified,0.0
962,Student 0962,2023,2023-7876,CE,6.86,Interview,0,,,Not Verified,0.0
963,Student 0963,2023,2023-7860,ME,7.03,Selected,1,Microsoft,Off Campus Placed,Verified,9.0
964,Student 0964,2023,2023-7860,ME,7.93,Selected,1,Capgemini,Self Placed,Verified,9.0
965,Student 0965,2023,2023-7895,ME,8.69,Rejected,0,,,Pending,0.0
966,Student 0966,2023,2023-7758,CSE,5.58,Rejected,0,,,Not Verified,0.0
967,Student 0967,2023,2023-7765,EE,7.89,Selected,1,Accenture,T&P Placed,Verified,12.0
968,Student 0968,2023,2023-7735,CSE,8.59,Rejected,0,,,Not Verified,0.0
969,Student 0969,2023,2023-7897,EE,7.5,Rejected,0,,,Pending,0.0
970,Student 0970,2023,2023-7694,CSE,6.91,Interview,0,,,Not Verified,0.0
971,Student 0971,2023,2023-7817,ME,6.77,Selected,1,Wipro,Self Placed,Not Verified,8.5
972,Student 0972,2023,2023-7897,EE,9.86,Selected,1,Wipro,T&P Placed,Verified,7.0
973,Student 0973,2023,2023-7705,ME,7.78,Selected,1,Deloitte,BP Placed,Verified,12.5
974,Student 0974,2023,2023-7798,ME,8.28,In Process,0,,,Pending,0.0
975,Student 0975,2023,2023-7819,ECE,7.95,Rejected,0,,,Not Verified,0.0
976,Student 0976,2023,2023-7741,ME,8.11,Selected,1,Siemens,T&P Placed,Not Verified,15.0
977,Student 0977,2023,2023-7728,ME,9.22,Selected,1,Capgemini,BP Placed,Verified,20.0
978,Student 0978,2023,2023-7767,CE,9.02,Interview,0,,,Not Verified,0.0
979,Student 0979,2023,2023-7668,EE,8.57,In Process,0,,,Not Joined,0.0
980,Student 0980,2023,2023-7704,ME,8.88,In Process,0,,,Not Verified,0.0
981,Student 0981,2023,2023-7881,CE,8.89,Shortlisted,0,,,Not Verified,0.0
982,Student 0982,2023,2023-7799,EE,7.73,Selected,1,Accenture,BP Placed,Verified,6.5
983,Student 0983,2023,2023-7897,CE,6.68,In Process,0,,,Not Verified,0.0
984,Student 0984,2023,2023-7700,CE,7.95,Rejected,0,,,Pending,0.0
985,Student 0985,2023,2023-7774,ECE,9.44,Shortlisted,0,,,Not Joined,0.0
986,Student 0986,2023,2023-7864,ECE,8.18,Selected,1,Infosys,T&P Placed,Pending,8.0
987,Student 0987,2023,2023-7811,ME,7.85,Shortlisted,0,,,Pending,0.0
988,Student 0988,2023,2023-7748,ME,9.55,Selected,1,NVIDIA,T&P Placed,Verified,12.5
989,Student 0989,2023,2023-7653,CE,5.76,Selected,1,Capgemini,T&P Placed,Not Verified,7.2
990,Student 0990,2023,2023-7772,ECE,8.13,Selected,1,Databricks,Self Placed,Verified,9.5
991,Student 0991,2023,2023-7801,CE,7.58,Rejected,0,,,Pending,0.0
992,Student 0992,2023,2023-7773,CE,9.84,Rejected,0,,,Not Verified,0.0
993,Student 0993,2023,2023-7703,ECE,6.92,Rejected,0,,,Not Verified,0.0
994,Student 0994,2023,2023-7802,ME,7.71,Interview,0,,,Pending,0.0
995,Student 0995,2023,2023-7634,ME,10.0,Selected,1,Deloitte,BP Placed,Verified,10.0
996,Student 0996,2023,2023-7790,CE,9.44,Rejected,0,,,Pending,0.0
997,Student 0997,2023,2023-7731,CE,7.68,In Process,0,,,Not Verified,0.0
998,Student 0998,2023,2023-7786,CSE,9.32,Rejected,0,,,Not Verified,0.0
999,Student 0999,2023,2023-7700,CSE,8.86,Rejected,0,,,Not Verified,0.0
1000,Student 1000,2023,2023-7796,ME,7.23,In Process,0,,,Not Verified,0.0
1001,Student 1001,2023,2023-7678,CSE,7.5,Interview,0,,,Not Verified,0.0
1002,Student 1002,2023,2023-7646,CE,6.79,Selected,1,Deloitte,Off Campus Placed,Verified,9.0
1003,Student 1003,2023,2023-7650,ME,6.79,Selected,1,Amazon,Off Campus Placed,Verified,10.0
1004,Student 1004,2023,2023-7667,CSE,7.77,In Process,0,,,Pending,0.0
1005,Student 1005,2023,2023-7841,CSE,9.18,Selected,1,Amazon,BP Placed,Not Verified,6.0
1006,Student 1006,2023,2023-7836,EE,8.15,Selected,1,Amazon,Off Campus Placed,Not Verified,8.2
1007,Student 1007,2023,2023-7672,CE,7.15,Rejected,0,,,Not Verified,0.0
1008,Student 1008,2023,2023-7737,ME,8.53,Selected,1,Databricks,BP Placed,Verified,10.0
1009,Student 1009,2023,2023-7880,ECE,7.76,Selected,1,Amazon,Off Campus Placed,Verified,8.2
1010,Student 1010,2023,2023-7883,CE,7.89,Selected,1,Amazon,T&P Placed,Verified,15.0
1011,Student 1011,2023,2023-7680,CE,6.43,Selected,1,Siemens,Self Placed,Pending,24.0
1012,Student 1012,2023,2023-7833,ECE,8.46,Selected,1,Siemens,BP Placed,Not Joined,9.0
1013,Student 1013,2023,2023-7831,ECE,6.6,Interview,0,,,Verified,0.0
1014,Student 1014,2023,2023-7668,ME,5.68,Shortlisted,0,,,Not Verified,0.0
1015,Student 1015,2023,2023-7853,ECE,6.66,Selected,1,Amazon,BP Placed,Verified,12.0
1016,Student 1016,2023,2023-7748,EE,7.51,Rejected,0,,,Pending,0.0
1017,Student 1017,2023,2023-7782,EE,7.69,In Process,0,,,Pending,0.0
1018,Student 1018,2023,2023-7812,CE,7.28,Shortlisted,0,,,Not Verified,0.0
1019,Student 1019,2023,2023-7818,ME,7.62,Selected,1,Accenture,Off Campus Placed,Verified,8.0
1020,Student 1020,2023,2023-7843,EE,8.87,In Process,0,,,Not Verified,0.0
1021,Student 1021,2023,2023-7632,EE,7.31,In Process,0,,,Pending,0.0
1022,Student 1022,2023,2023-7789,CSE,8.07,In Process,0,,,Verified,0.0
1023,Student 1023,2023,2023-7795,ME,6.88,Interview,0,,,Not Joined,0.0
1024,Student 1024,2023,2023-7679,CSE,7.69,Selected,1,Siemens,BP Placed,Verified,15.2
1025,Student 1025,2023,2023-7717,CSE,6.78,Shortlisted,0,,,Pending,0.0
1026,Student 1026,2023,2023-7862,ME,8.54,Selected,1,Google,BP Placed,Verified,10.0
1027,Student 1027,2023,2023-7682,ECE,7.46,Interview,0,,,Not Verified,0.0
1028,Student 1028,2023,2023-7840,CSE,8.2,In Process,0,,,Not Verified,0.0
1029,Student 1029,2023,2023-7714,ME,7.53,Selected,1,Amazon,T&P Placed,Not Verified,28.5
1030,Student 1030,2023,2023-7604,CSE,8.75,Rejected,0,,,Pending,0.0
1031,Student 1031,2023,2023-7754,CE,7.48,Interview,0,,,Not Verified,0.0
1032,Student 1032,2023,2023-7708,EE,7.31,Selected,1,Infosys,Self Placed,Not Joined,10.0
1033,Student 1033,2023,2023-7625,CSE,5.06,Rejected,0,,,Pending,0.0
1034,Student 1034,2023,2023-7675,ME,8.99,In Process,0,,,Pending,0.0
1035,Student 1035,2023,2023-7610,EE,9.31,Rejected,0,,,Not Verified,0.0
1036,Student 1036,2023,2023-7704,CSE,7.95,Selected,1,Capgemini,T&P Placed,Verified,7.0
1037,Student 1037,2023,2023-7789,EE,5.76,Interview,0,,,Pending,0.0
1038,Student 1038,2023,2023-7748,ME,6.37,In Process,0,,,Not Verified,0.0
1039,Student 1039,2023,2023-7869,CE,7.51,Shortlisted,0,,,Pending,0.0
1040,Student 1040,2023,2023-7673,EE,7.51,In Process,0,,,Not Verified,0.0
1041,Student 1041,2024,2024-7661,ECE,7.23,Selected,1,Infosys,BP Placed,Verified,6.0
1042,Student 1042,2024,2024-7832,EE,7.17,Selected,1,Wipro,Off Campus Placed,Verified,7.2
1043,Student 1043,2024,2024-7779,EE,8.05,Rejected,0,,,Not Verified,0.0
1044,Student 1044,2024,2024-7893,ECE,9.19,Rejected,0,,,Not Verified,0.0
1045,Student 1045,2024,2024-7619,CSE,7.91,Interview,0,,,Not Verified,0.0
1046,Student 1046,2024,2024-7705,CE,7.7,Rejected,0,,,Pending,0.0
1047,Student 1047,2024,2024-7766,EE,5.72,Selected,1,Amazon,T&P Placed,Pending,8.0
1048,Student 1048,2024,2024-7666,ME,7.65,Selected,1,NVIDIA,Off Campus Placed,Pending,7.0
1049,Student 1049,2024,2024-7854,ME,8.6,Interview,0,,,Not Verified,0.0
1050,Student 1050,2024,2024-7602,EE,8.68,In Process,0,,,Not Verified,0.0
1051,Student 1051,2024,2024-7808,ME,9.38,Shortlisted,0,,,Verified,0.0
1052,Student 1052,2024,2024-7741,CE,8.68,Rejected,0,,,Not Verified,0.0
1053,Student 1053,2024,2024-7642,ME,7.37,Selected,1,Infosys,T&P Placed,Pending,9.0
1054,Student 1054,2024,2024-7884,ME,8.54,Shortlisted,0,,,Verified,0.0
1055,Student 1055,2024,2024-7674,EE,8.68,Interview,0,,,Not Verified,0.0
1056,Student 1056,2024,2024-7785,CSE,8.76,Selected,1,Google,BP Placed,Verified,7.0
1057,Student 1057,2024,2024-7800,CSE,9.18,Shortlisted,0,,,Not Verified,0.0
1058,Student 1058,2024,2024-7756,CE,7.32,Interview,0,,,Pending,0.0
1059,Student 1059,2024,2024-7755,ECE,8.3,Rejected,0,,,Not Verified,0.0
1060,Student 1060,2024,2024-7613,CSE,7.6,Selected,1,Wipro,T&P Placed,Verified,12.0
1061,Student 1061,2024,2024-7698,EE,7.46,Rejected,0,,,Not Verified,0.0
1062,Student 1062,2024,2024-7765,ME,7.79,In Process,0,,,Pending,0.0
1063,Student 1063,2024,2024-7643,ME,6.37,Shortlisted,0,,,Not Joined,0.0
1064,Student 1064,2024,2024-7667,ME,5.91,Shortlisted,0,,,Verified,0.0
1065,Student 1065,2024,2024-7605,EE,5.86,Selected,1,Accenture,BP Placed,Not Verified,6.5
1066,Student 1066,2024,2024-7655,CE,6.34,Shortlisted,0,,,Pending,0.0
1067,Student 1067,2024,2024-7633,ECE,7.88,Selected,1,Google,BP Placed,Verified,24.2
1068,Student 1068,2024,2024-7883,CE,8.46,Selected,1,Accenture,Off Campus Placed,Verified,20.5
1069,Student 1069,2024,2024-7667,CE,7.67,In Process,0,,,Not Verified,0.0
1070,Student 1070,2024,2024-7704,ME,8.65,Selected,1,TCS,Self Placed,Verified,7.5
1071,Student 1071,2024,2024-7698,ECE,6.67,Selected,1,Infosys,Self Placed,Verified,7.0
1072,Student 1072,2024,2024-7612,CE,6.61,Selected,1,Siemens,BP Placed,Verified,10.5
1073,Student 1073,2024,2024-7836,CSE,8.52,Interview,0,,,Verified,0.0
1074,Student 1074,2024,2024-7696,ME,9.12,Rejected,0,,,Pending,0.0
1075,Student 1075,2024,2024-7862,CSE,8.55,Rejected,0,,,Not Verified,0.0
1076,Student 1076,2024,2024-7776,EE,7.95,Rejected,0,,,Not Verified,0.0
1077,Student 1077,2024,2024-7645,ECE,6.8,Rejected,0,,,Pending,0.0
1078,Student 1078,2024,2024-7833,CE,5.84,Selected,1,Amazon,T&P Placed,Verified,8.0
1079,Student 1079,2024,2024-7622,ME,8.14,Rejected,0,,,Not Verified,0.0
1080,Student 1080,2024,2024-7842,ME,5.52,In Process,0,,,Pending,0.0
1081,Student 1081,2024,2024-7631,EE,8.57,Selected,1,Wipro,Self Placed,Pending,18.5
1082,Student 1082,2024,2024-7825,CSE,5.66,Selected,1,Deloitte,BP Placed,Verified,21.0
1083,Student 1083,2024,2024-7884,EE,8.78,Selected,1,Amazon,T&P Placed,Not Joined,10.0
1084,Student 1084,2024,2024-7724,CE,8.22,In Process,0,,,Not Verified,0.0
1085,Student 1085,2024,2024-7896,ME,9.16,Selected,1,Databricks,Self Placed,Verified,7.5
1086,Student 1086,2024,2024-7756,ME,7.12,Shortlisted,0,,,Not Verified,0.0
1087,Student 1087,2024,2024-7678,EE,8.64,Rejected,0,,,Not Verified,0.0
1088,Student 1088,2024,2024-7664,ME,7.19,Interview,0,,,Pending,0.0
1089,Student 1089,2024,2024-7803,EE,7.02,Selected,1,Siemens,T&P Placed,Verified,6.0
1090,Student 1090,2024,2024-7736,ME,9.62,Interview,0,,,Pending,0.0
1091,Student 1091,2024,2024-7625,CSE,9.02,Rejected,0,,,Pending,0.0
1092,Student 1092,2024,2024-7894,EE,8.48,Shortlisted,0,,,Pending,0.0
1093,Student 1093,2024,2024-7786,CE,9.08,Selected,1,Siemens,Self Placed,Pending,7.0
1094,Student 1094,2024,2024-7622,EE,7.54,Selected,1,Amazon,T&P Placed,Verified,18.0
1095,Student 1095,2024,2024-7874,EE,7.44,Interview,0,,,Not Joined,0.0
1096,Student 1096,2024,2024-7624,CE,8.9,Selected,1,TCS,Self Placed,Verified,10.5
1097,Student 1097,2024,2024-7606,CSE,8.0,Selected,1,Accenture,Off Campus Placed,Pending,6.0
1098,Student 1098,2024,2024-7778,ECE,9.58,Rejected,0,,,Not Verified,0.0
1099,Student 1099,2024,2024-7659,ME,5.79,In Process,0,,,Not Joined,0.0
1100,Student 1100,2024,2024-7774,CSE,9.59,Rejected,0,,,Pending,0.0
1101,Student 1101,2024,2024-7836,CSE,7.06,Selected,1,TCS,T&P Placed,Verified,28.5
1102,Student 1102,2024,2024-7745,ME,7.94,Selected,1,TCS,Off Campus Placed,Pending,19.0
1103,Student 1103,2024,2024-7606,CE,7.79,Interview,0,,,Not Verified,0.0
1104,Student 1104,2024,2024-7668,ECE,7.98,In Process,0,,,Not Verified,0.0
1105,Student 1105,2024,2024-7630,CSE,7.27,In Process,0,,,Pending,0.0
1106,Student 1106,2024,2024-7734,CSE,9.38,Rejected,0,,,Pending,0.0
1107,Student 1107,2024,2024-7805,ECE,9.08,Rejected,0,,,Not Verified,0.0
1108,Student 1108,2024,2024-7661,CE,6.52,Rejected,0,,,Pending,0.0
1109,Student 1109,2024,2024-7653,ECE,9.77,In Process,0,,,Not Verified,0.0
1110,Student 1110,2024,2024-7672,ME,6.9,Selected,1,TCS,BP Placed,Verified,24.0
1111,Student 1111,2024,2024-7606,ME,6.96,Selected,1,Capgemini,BP Placed,Verified,20.5
1112,Student 1112,2024,2024-7877,EE,6.89,Selected,1,Accenture,Off Campus Placed,Pending,7.2
1113,Student 1113,2024,2024-7714,ME,8.81,Rejected,0,,,Not Joined,0.0
1114,Student 1114,2024,2024-7603,CSE,7.8,Shortlisted,0,,,Not Verified,0.0
1115,Student 1115,2024,2024-7695,EE,7.19,Selected,1,Amazon,BP Placed,Verified,15.5
1116,Student 1116,2024,2024-7673,CSE,6.79,Rejected,0,,,Not Verified,0.0
1117,Student 1117,2024,2024-7738,ECE,7.21,Selected,1,NVIDIA,Self Placed,Pending,15.0
1118,Student 1118,2024,2024-7773,ME,6.97,Selected,1,Deloitte,Self Placed,Not Verified,24.5
1119,Student 1119,2024,2024-7628,ECE,6.18,Rejected,0,,,Not Verified,0.0
1120,Student 1120,2024,2024-7731,ME,8.19,Interview,0,,,Not Verified,0.0
1121,Student 1121,2024,2024-7773,CE,7.83,Selected,1,Accenture,T&P Placed,Verified,24.0
1122,Student 1122,2024,2024-7612,CSE,6.28,Rejected,0,,,Not Verified,0.0
1123,Student 1123,2024,2024-7831,ECE,9.43,Shortlisted,0,,,Not Joined,0.0
1124,Student 1124,2024,2024-7664,CSE,6.39,Selected,1,Siemens,T&P Placed,Verified,8.5
1125,Student 1125,2024,2024-7611,CE,8.42,Rejected,0,,,Not Verified,0.0
1126,Student 1126,2024,2024-7746,CE,9.42,Selected,1,Wipro,Off Campus Placed,Pending,6.0
1127,Student 1127,2024,2024-7852,ECE,8.52,Shortlisted,0,,,Not Verified,0.0
1128,Student 1128,2024,2024-7861,EE,9.94,Interview,0,,,Not Verified,0.0
1129,Student 1129,2024,2024-7751,CE,7.18,Rejected,0,,,Not Verified,0.0
1130,Student 1130,2024,2024-7781,ME,6.37,Shortlisted,0,,,Verified,0.0
1131,Student 1131,2024,2024-7690,EE,7.13,Shortlisted,0,,,Not Verified,0.0
1132,Student 1132,2024,2024-7801,EE,8.06,Selected,1,TCS,T&P Placed,Pending,7.5
1133,Student 1133,2024,2024-7751,ECE,8.2,Selected,1,Capgemini,T&P Placed,Verified,20.5
1134,Student 1134,2024,2024-7752,CSE,7.47,Selected,1,Accenture,BP Placed,Verified,8.0
1135,Student 1135,2024,2024-7810,ECE,7.09,Shortlisted,0,,,Not Joined,0.0
1136,Student 1136,2024,2024-7832,ECE,8.14,Selected,1,Accenture,BP Placed,Verified,10.2
1137,Student 1137,2024,2024-7682,EE,7.12,Shortlisted,0,,,Pending,0.0
1138,Student 1138,2024,2024-7783,CE,9.68,Selected,1,Accenture,Off Campus Placed,Verified,20.0
1139,Student 1139,2024,2024-7738,EE,8.46,Interview,0,,,Not Verified,0.0
1140,Student 1140,2024,2024-7759,CE,9.11,Selected,1,Google,BP Placed,Verified,9.0
1141,Student 1141,2024,2024-7755,CE,8.06,Rejected,0,,,Not Verified,0.0
1142,Student 1142,2024,2024-7862,ECE,8.17,In Process,0,,,Not Verified,0.0
1143,Student 1143,2024,2024-7800,CSE,8.61,Rejected,0,,,Not Verified,0.0
1144,Student 1144,2024,2024-7668,EE,7.47,Selected,1,Databricks,T&P Placed,Verified,9.5
1145,Student 1145,2024,2024-7661,ME,9.11,Selected,1,Siemens,T&P Placed,Verified,24.5
1146,Student 1146,2024,2024-7701,EE,9.81,In Process,0,,,Verified,0.0
1147,Student 1147,2024,2024-7805,EE,9.29,Shortlisted,0,,,Not Verified,0.0
1148,Student 1148,2024,2024-7881,CSE,6.33,Interview,0,,,Not Verified,0.0
1149,Student 1149,2024,2024-7799,CE,8.37,Rejected,0,,,Pending,0.0
1150,Student 1150,2024,2024-7606,ME,8.2,Selected,1,Amazon,T&P Placed,Verified,9.5
1151,Student 1151,2024,2024-7798,CE,8.54,Shortlisted,0,,,Not Joined,0.0
1152,Student 1152,2024,2024-7827,ME,9.22,Selected,1,Deloitte,BP Placed,Verified,15.0
1153,Student 1153,2024,2024-7890,CE,7.09,Selected,1,Amazon,Off Campus Placed,Pending,8.0
1154,Student 1154,2024,2024-7674,CE,7.62,Selected,1,TCS,Off Campus Placed,Not Verified,7.2
1155,Student 1155,2024,2024-7686,CE,7.56,Rejected,0,,,Not Verified,0.0
1156,Student 1156,2024,2024-7821,ECE,9.33,Selected,1,Microsoft,Off Campus Placed,Not Verified,12.0
1157,Student 1157,2024,2024-7643,ECE,9.43,Interview,0,,,Not Verified,0.0
1158,Student 1158,2024,2024-7717,EE,7.51,Selected,1,Deloitte,BP Placed,Verified,28.0
1159,Student 1159,2024,2024-7667,CSE,7.15,Selected,1,Amazon,Self Placed,Not Verified,6.2
1160,Student 1160,2024,2024-7816,EE,8.81,Interview,0,,,Not Verified,0.0
1161,Student 1161,2024,2024-7827,EE,7.33,In Process,0,,,Not Joined,0.0
1162,Student 1162,2024,2024-7709,CSE,7.89,Selected,1,Google,T&P Placed,Pending,8.0
1163,Student 1163,2024,2024-7697,ECE,6.33,Selected,1,Capgemini,BP Placed,Pending,8.0
1164,Student 1164,2024,2024-7609,EE,7.62,Interview,0,,,Pending,0.0
1165,Student 1165,2024,2024-7647,EE,7.92,Rejected,0,,,Not Verified,0.0
1166,Student 1166,2024,2024-7636,ME,9.08,Interview,0,,,Pending,0.0
1167,Student 1167,2024,2024-7876,EE,8.86,Selected,1,Wipro,T&P Placed,Verified,24.5
1168,Student 1168,2024,2024-7703,CSE,9.2,Rejected,0,,,Not Verified,0.0
1169,Student 1169,2024,2024-7840,CE,6.82,Interview,0,,,Not Joined,0.0
1170,Student 1170,2024,2024-7876,CE,8.79,Selected,1,Databricks,BP Placed,Verified,11.0
1171,Student 1171,2024,2024-7754,ECE,8.64,In Process,0,,,Not Verified,0.0
1172,Student 1172,2024,2024-7723,ECE,6.69,Selected,1,Microsoft,Off Campus Placed,Pending,8.0
1173,Student 1173,2024,2024-7772,CSE,8.41,In Process,0,,,Not Verified,0.0
1174,Student 1174,2024,2024-7626,ME,7.49,Selected,1,Deloitte,T&P Placed,Verified,6.2
1175,Student 1175,2024,2024-7820,EE,6.75,Selected,1,Microsoft,Off Campus Placed,Pending,15.2
1176,Student 1176,2024,2024-7684,CE,8.66,Rejected,0,,,Not Verified,0.0
1177,Student 1177,2024,2024-7713,ME,7.8,Rejected,0,,,Not Verified,0.0
1178,Student 1178,2024,2024-7731,ME,9.13,Rejected,0,,,Not Verified,0.0
1179,Student 1179,2024,2024-7670,CSE,8.0,Selected,1,NVIDIA,Self Placed,Verified,10.5
1180,Student 1180,2024,2024-7856,ECE,8.47,Rejected,0,,,Not Verified,0.0
1181,Student 1181,2024,2024-7699,CSE,7.35,Shortlisted,0,,,Pending,0.0
1182,Student 1182,2024,2024-7608,ECE,7.22,Selected,1,TCS,Self Placed,Verified,10.2
1183,Student 1183,2024,2024-7703,ECE,8.15,Rejected,0,,,Pending,0.0
1184,Student 1184,2024,2024-7619,ECE,8.47,Shortlisted,0,,,Not Verified,0.0
1185,Student 1185,2024,2024-7791,CSE,8.56,Rejected,0,,,Not Verified,0.0
1186,Student 1186,2024,2024-7631,CE,9.55,Shortlisted,0,,,Pending,0.0
1187,Student 1187,2024,2024-7746,ME,7.41,Shortlisted,0,,,Not Joined,0.0
1188,Student 1188,2024,2024-7887,ECE,7.33,Rejected,0,,,Not Verified,0.0
1189,Student 1189,2024,2024-7694,EE,7.6,In Process,0,,,Not Verified,0.0
1190,Student 1190,2024,2024-7688,CSE,8.37,Rejected,0,,,Not Verified,0.0
1191,Student 1191,2024,2024-7634,EE,7.81,Selected,1,Accenture,Self Placed,Verified,7.5
1192,Student 1192,2024,2024-7650,CE,7.82,Selected,1,Capgemini,BP Placed,Pending,18.5
1193,Student 1193,2024,2024-7804,EE,8.23,In Process,0,,,Pending,0.0
1194,Student 1194,2024,2024-7838,ME,7.03,Selected,1,Deloitte,T&P Placed,Not Verified,6.0
1195,Student 1195,2024,2024-7643,CSE,7.01,Rejected,0,,,Not Verified,0.0
1196,Student 1196,2024,2024-7895,ECE,8.09,Selected,1,Deloitte,BP Placed,Pending,12.5
1197,Student 1197,2024,2024-7812,ME,8.59,Interview,0,,,Pending,0.0
1198,Student 1198,2024,2024-7717,CE,7.44,Selected,1,Infosys,BP Placed,Verified,6.5
1199,Student 1199,2024,2024-7768,CE,6.19,Interview,0,,,Verified,0.0
1200,Student 1200,2024,2024-7617,CSE,7.04,Selected,1,Wipro,Self Placed,Verified,15.0
1201,Student 1201,2024,2024-7692,CE,6.89,Shortlisted,0,,,Verified,0.0
1202,Student 1202,2024,2024-7834,EE,7.62,Rejected,0,,,Not Verified,0.0
1203,Student 1203,2024,2024-7783,CE,7.08,Rejected,0,,,Verified,0.0
1204,Student 1204,2024,2024-7860,EE,9.82,Rejected,0,,,Verified,0.0
